"","t1","t2","t3","t4","t5","temp","v","north","east","time","err.rms","err.metres","err.millisecs","sound.type","sound.name","species","low.peak.score"
"1",0.541692469228216,1.14432761631401,0.260462733921513,0.623553312907499,1.12447200742159,21.5,344.091588483172,4565920.71091256,278757.508372866,0.807429013373271,2982.9213811653,328.260076846711,953.990413696977,"song","song","DICK",0.510381076330203
"2",1.90329000025654,2.02637138411159,2.00895420715097,1.93208639949809,1.94393007983132,21.5,344.091588483172,4565838.35458947,279048.23898794,2.04006700899333,218.843548814565,61.1261383920389,177.644965578774,"call","check","RWBL",0.833067013227152
"3",3.15426342576005,3.23635568447196,3.04883234950769,3.18828468714985,3.17632499457938,21.5,344.091588483172,4565836.94053749,279016.846230975,3.1170273666264,246.43570712774,27.0603125245928,78.6427609110712,"song","song","YEWA?",0.720317983458401
"4",3.2134098673128,3.31501016471324,3.38456282544794,3.36691340235666,3.35100569864939,21.5,344.091588483172,4565844.94854222,279028.319295568,3.29869658649068,123.908894023445,26.6387336594396,77.4175671566651,"call","check","RWBL",0.894470425198739
"5",3.77431098592135,3.32472205895134,3.44060267597512,3.34806074033588,3.32762488001907,21.5,344.091588483172,4565793.37095921,279062.496919153,3.52410741053063,278.301433159476,104.098425109716,302.531153314742,"","","",0.876652192585082
"6",4.96713746517121,5.07814277652726,4.9958177077496,4.95657106001075,4.99082479102543,21.5,344.091588483172,4565846.7441943,279036.539179417,5.05527371268595,113.918505453854,47.834404531828,139.016489018787,"call","chit","RWBL",0.847176183085856
"7",5.97289842728886,6.30626337995045,6.34852908624401,6.29639364084343,6.26457824654553,21.5,344.091588483172,4565885.68400797,278973.525248446,6.07570780510034,380.242123415887,35.0358492810399,101.821289603402,"call","check","RWBL",0.891849335821579
"8",6.62973045296029,7.07235671818083,6.42107373769236,6.7927543974434,7.06840884488139,21.5,344.091588483172,4565863.40695258,278861.404768828,6.8173224580494,1401.89402914912,197.022364113936,572.586981804617,"song","song","DICK",0.588762465176552
"9",9.65419946079531,9.74302788762163,9.3320948124081,9.6064759530494,9.67893208159793,21.5,344.091588483172,4565802.39976401,278984.364120135,9.4979690777984,443.461020278905,56.5591849172328,164.372471778684,"","","",0.528000795741094
"10",11.5950633385764,11.8262446256342,11.6480109362149,11.6317550948347,11.6089969169023,21.5,344.091588483172,4565824.26358727,279020.694650698,11.6921957597107,227.948577284009,46.8958951398152,136.288990226533,"song","song","DICK",0.581195013061143
"11",13.36541931241,13.4626074167841,13.5832507148065,13.3466087115634,13.3723862016125,21.5,344.091588483172,4565859.26381808,279015.590957463,13.4335411726078,211.135895106834,38.4039126286042,111.609565342462,"song","oakalee","RWBL",0.585840666083084
"12",15.8730551371199,15.4831435195829,15.9596763600749,15.7959552818357,15.6402460861486,21.5,344.091588483172,4565841.48579452,278969.614580463,15.6854419053977,1083.30898878524,73.5906442653821,213.869349697809,"song","song","DICK",0.447659199469698
"13",16.4693362453045,16.1539689673799,16.3608852005396,16.6854255325716,16.6937857844165,21.5,344.091588483172,4565805.39588266,278973.61033805,16.479411855787,1981.35588146181,109.194748847703,317.342104551454,"call","check","RWBL",0.87395879790708
"14",17.1556679691919,17.2162796775579,17.2201114522247,17.1952629740823,17.1754074144452,21.5,344.091588483172,4565845.04601007,279016.447044706,17.12191888123,106.068918369334,4.85594618925115,14.1123652881408,"","","",0.330690700908431
"15",17.7336987749803,17.2901396252908,17.2836371874943,17.7500709844322,17.7666754238054,21.5,344.091588483172,4565842.29017483,278953.30759618,17.5643969242566,373.431016104102,119.378870290978,346.939228643236,"song","oakalee","RWBL",0.410282012416658
"16",18.1851655545039,18.5894780114609,18.6291893441086,17.8848921444835,18.1466153719336,21.5,344.091588483172,4565978.4022208,278980.102614017,18.2651541361809,2419.118793479,167.703021618065,487.379021258077,"song","song","DICK",0.35886821303582
"17",19.4896825897326,19.3105179700398,19.3554542680444,19.81793818265,19.4956044274541,21.5,344.091588483172,4565842.53772254,278958.882235804,19.6088071826131,1297.45167569202,133.081643398727,386.762268689506,"call","check","RWBL",0.881954398574777
"18",21.7970991622069,21.3812898655373,22.1226867823861,21.8555052153275,21.8084784727552,21.5,344.091588483172,4565871.67526249,278826.607167148,21.7169774004531,1817.84539232008,195.67143526392,568.660908354315,"","","",0.11981692042479
"19",22.7384625273291,22.8568974386867,22.4940453818312,22.6929463653171,22.7714385222561,21.5,344.091588483172,4565818.8480553,278979.72898425,22.651058268641,318.181249432929,57.1045340719561,165.957367117531,"song","song","DICK",0.492381927012683
"20",22.7351494233432,23.1130962173882,22.4892227536696,22.6895171376105,22.766615961342,21.5,344.091588483172,4565878.45353321,278896.960512747,22.8433229232156,1375.56771133451,181.171776191357,526.521955942023,"","","",0.576929616139797
"21",23.1067472815154,22.710685733392,22.9330421874103,23.4696005028246,23.1139462894262,21.5,344.091588483172,4565907.36046661,279080.380600817,23.0662783611203,3825.84005940285,110.806849707276,322.027196874342,"call","check","RWBL",0.86558483804359
