"","t1","t2","t3","t4","t5","v","north","east","time","err.rms","err.metres","err.millisecs","sound.type","low.peak.score"
"576",238.977859972499,238.960558608269,239.052290673649,239.072727184417,239.00561182519,344.091588483172,4565877.85336985,279034.437562034,238.900032963103,48.9037667622563,1.48357576057382,4.31157229711348,"cheer",0.730762636910365
"577",239.859788623145,239.879063339993,239.935726363016,239.955697756376,239.888932923921,344.091588483172,4565863.36310013,279029.56940549,239.823188713779,101.716730777494,5.06865055289921,14.730527343731,"cheer var",0.526235346588465
"578",240.288570215081,240.208905229716,240.181614746392,240.282763729267,240.21656979099,344.091588483172,4565840.94377667,279056.486870287,240.138029764014,25.0127184768142,1.06840177074516,3.10499241046519,"tsew",0.439051302019218
"579",241.005184923095,240.924707029716,240.89776493554,240.998681658984,240.933068369288,344.091588483172,4565840.79565066,279056.697578327,240.853707524875,24.8412037745749,1.03414076750022,3.0054229807213,"tsew",0.440263870913176
"580",241.532425223449,241.452771056973,241.425716507718,241.526735640129,241.461595716815,344.091588483172,4565841.01058872,279056.099817874,241.383097812238,29.4339299300146,1.26076410010036,3.66403638536494,"tsew",0.393545132264579
"581",242.907637103348,242.827634357145,242.800928070314,242.901483045948,242.836110700357,344.091588483172,4565840.91176987,279056.181038749,242.757788036093,26.912455351286,1.14264664314513,3.32076307991764,"tsew",0.504852236239159
"582",242.4651158585,242.501691894928,242.357013350834,242.456639507201,242.391150984834,344.091588483172,4565828.88927774,279026.359657324,242.375272174945,255.110624382618,15.3999222414837,44.755299917007,"tsew",0.648828758635079
"583",245.260574387737,244.953682560857,244.926279431404,245.027415557478,245.173023711434,344.091588483172,4565845.98893868,278981.912240702,245.14471059043,592.187234522192,94.1026390909567,273.481370195013,"tsew",0.130744360890028
"584",240.623488457435,240.617334369325,240.706975048965,240.723695590245,240.658206803565,344.091588483172,4565878.52855591,279032.26334661,240.551372999421,54.5296101423999,1.70944955919875,4.96800740388441,"cheer var",0.451509949816058
"585",241.318082605725,241.311347943265,241.399363014725,241.418173623665,241.356748857435,344.091588483172,4565876.39127489,279032.458790593,241.251435011884,77.788852469201,2.41712741948613,7.02466291065508,"cheer var",0.509340477454165
"586",241.285353665897,241.209647879204,241.142882806585,241.24239179308,241.09945648109,344.091588483172,4565839.97442309,279026.999594177,241.203392541168,323.362331003299,29.8566745740504,86.7695566336419,"cheer",0.444590515749098
"587",240.726130818748,240.719512207989,240.722415107445,240.826687255884,240.762126771995,344.091588483172,4565831.93034344,279015.475182347,240.823692231507,48.0495579617838,56.8884392546714,165.329351715477,"check",0.703784067047341
"588",240.409137270227,240.400893107484,240.493668967084,240.508299453078,240.444087875658,344.091588483172,4565879.19882387,279031.900512234,240.335168484395,45.3083496570069,1.33364759548538,3.87585061687901,"check",0.758917664484451
"589",240.724617576055,240.889733357588,240.817625832741,240.835275339628,240.938617847058,344.091588483172,4565830.71464001,279025.8287674,240.815845290535,401.164309950772,35.0220288321357,101.781124573606,"check",0.752240803507295
"590",241.669170416797,241.748717344103,241.758355876901,241.643622498538,241.704124614051,344.091588483172,4565828.41567737,278942.064733754,241.446402077618,83.7535727616644,0.928982190738516,2.6998108115158,"tsew",0.505929302103159
"591",242.295861864841,242.247210261022,242.155480506806,242.244075193473,242.211098927401,344.091588483172,4565824.11230647,279044.298382408,242.143039671995,2.73116322147783,0.312993141419573,0.909621600456181,"cheer",0.741148310488452
"592",242.765283332256,242.684701172508,242.657414706311,242.726385603847,242.691784042457,344.091588483172,4565833.43605174,279046.49797988,242.622745450504,95.5567184780254,4.24048797361571,12.3237187875143,"cheer",0.687537064894364
"593",244.424042834853,244.372720307158,244.336144297602,244.398729913954,244.343459499513,344.091588483172,4565835.57884563,279040.633839029,244.302824997039,12.3538768140235,0.916535754046569,2.6636389401056,"cheer var",0.559452447727303
"594",243.920139994325,243.867307630518,243.774763907543,243.863708062874,243.836653248002,344.091588483172,4565821.70324979,279046.503711511,243.757215726935,16.655562181572,0.65967105975853,1.91713799999151,"cheer",0.67463775445079
"595",244.139132304959,244.103833354623,244.025920210954,244.093383007484,244.034861063506,344.091588483172,4565826.35775924,279039.956732423,244.000228286347,64.6245853614742,3.43313631356937,9.97739098681068,"check",0.734932183310249
"596",244.360341168139,244.366379011641,244.45799167556,244.464377856188,244.407018342911,344.091588483172,4565877.60818621,279027.815191659,244.3000569192,52.8234180209933,1.61859187929659,4.70395654375536,"check",0.7776531094788
"597",245.193804010216,245.12042035901,245.123439306686,245.537499591812,244.806217573943,344.091588483172,4565919.11394373,279060.291387298,245.241670360451,4108.93023156224,134.638966321435,391.288165209012,"check",0.759187248978723
"598",244.752787649974,244.754645494783,244.84846665765,244.854040192078,244.793660235777,344.091588483172,4565878.26965293,279028.103786917,244.687803898843,31.6674331765446,0.955047269250138,2.77556122037213,"check",0.761225380066007
"599",245.380205912328,245.30368615678,245.236920057478,245.337359493819,245.298809328657,344.091588483172,4565826.83681138,279056.040398722,245.205690822839,61.4873166046594,2.25764722805728,6.56118110300068,"check",0.744732693004748
"600",245.794526375329,245.125832017204,245.885442798738,245.542445206465,245.835398126338,344.091588483172,4565869.41734647,278891.876031705,245.341257621513,5773.08272075469,105.872199310557,307.686101183884,"check",0.779454646575416
"601",245.772443729939,245.768728130805,245.862430896469,245.874158256236,245.811457520847,344.091588483172,4565880.94400655,279030.698517143,245.697727588491,42.6265624939994,1.19958312124229,3.48623204226034,"check",0.756861098979375
"602",246.112883313355,246.108470919303,246.202060119458,246.214600607816,246.151085356594,344.091588483172,4565881.47048534,279031.097958256,246.036240669697,41.9806926693047,1.17817756802531,3.42402315970281,"check",0.75982727542288
"603",246.417034628582,246.412738354262,246.507140273776,246.517822901815,246.454656057761,344.091588483172,4565880.61637273,279030.443365895,246.342656948397,35.0854649430115,0.999095676954779,2.90357483412774,"check",0.761763811157321
"604",246.907233498832,246.946363634926,246.904214556582,246.855330914755,246.938003487155,344.091588483172,4565856.66205957,279039.575257529,246.98775737526,78.4936966468684,57.4884799572756,167.07319179378,"check",0.75452573571086
"605",247.25769764647,247.349777333167,247.35813765781,247.360576085831,247.394714078124,344.091588483172,4565844.96684474,279023.335708523,247.293849931111,294.27228278768,20.4089266365465,59.312483419061,"check",0.758538307407473
